iter	Passed	Remaining
400	20814	498247
401	20868	498248
402	20913	498029
403	20953	497706
404	21007	497689
405	21051	497463
406	21105	497451
407	21151	497256
408	21211	497414
409	21256	497183
410	21300	496958
411	21349	496842
412	21399	496742
413	21457	496839
414	21519	497026
415	21572	496998
416	21629	497065
417	21690	497213
418	21754	497434
419	21807	497419
420	21872	497671
421	21930	497739
422	21978	497609
423	22015	497208
424	22075	497353
425	22123	497201
426	22182	497316
427	22229	497161
428	22287	497226
429	22355	497533
430	22399	497300
431	22458	497414
432	22513	497419
433	22563	497325
434	22610	497182
435	22656	496988
436	22707	496920
437	22767	497048
438	22812	496831
439	22855	496581
440	22904	496466
441	22949	496271
442	23005	496302
443	23070	496525
444	23119	496422
445	23159	496108
446	23197	495765
447	23251	495761
448	23293	495499
449	23348	495515
450	23396	495382
451	23436	495071
452	23505	495370
453	23556	495301
454	23603	495148
455	23651	495024
456	23710	495110
457	23757	494964
458	23812	494984
459	23862	494883
460	23924	495044
461	23969	494855
462	24021	494801
463	24079	494872
464	24127	494741
465	24179	494698
466	24230	494622
467	24284	494614
468	24335	494543
469	24387	494499
470	24434	494339
471	24484	494246
472	24532	494117
473	24583	494046
474	24626	493835
475	24681	493830
476	24731	493742
477	24784	493713
478	24845	493841
479	24898	493816
480	24942	493610
481	25001	493708
482	25051	493605
483	25102	493546
484	25145	493320
485	25195	493229
486	25242	493076
487	25293	493008
488	25346	492994
489	25391	492801
490	25449	492865
491	25500	492811
492	25558	492877
493	25609	492810
494	25670	492921
495	25725	492935
496	25770	492748
497	25824	492737
498	25885	492869
499	25940	492873
500	25984	492671
501	26033	492563
502	26085	492517
503	26132	492373
504	26177	492197
505	26222	492014
506	26274	491963
507	26334	492066
508	26382	491945
509	26446	492117
510	26495	492010
511	26554	492091
512	26612	492148
513	26667	492160
514	26711	491965
515	26769	492016
516	26818	491912
517	26867	491817
518	26925	491876
519	26973	491740
520	27014	491491
521	27065	491432
522	27113	491308
523	27156	491100
524	27217	491215
525	27265	491086
526	27305	490828
527	27358	490794
528	27404	490641
529	27458	490621
530	27519	490736
531	27570	490670
532	27625	490674
533	27682	490717
534	27734	490667
535	27778	490484
536	27817	490207
537	27875	490263
538	27939	490411
539	27979	490159
540	28042	490298
541	28108	490497
542	28168	490594
543	28216	490460
544	28261	490305
545	28315	490275
546	28357	490058
547	28412	490069
548	28462	489976
549	28514	489928
550	28562	489814
551	28610	489699
552	28668	489754
553	28733	489928
554	28784	489848
555	28830	489707
556	28875	489530
557	28931	489555
558	28977	489407
559	29021	489224
560	29072	489157
561	29120	489039
562	29163	488831
563	29217	488821
564	29270	488796
565	29315	488627
566	29365	488536
567	29418	488519
568	29465	488386
569	29515	488296
570	29554	488036
571	29602	487925
572	29644	487714
573	29686	487493
574	29731	487333
575	29801	487578
576	29841	487340
577	29893	487287
578	29952	487365
579	30012	487451
580	30059	487317
581	30117	487360
582	30164	487235
583	30215	487179
584	30257	486961
585	30297	486727
586	30352	486728
587	30412	486805
588	30454	486595
589	30492	486325
590	30535	486134
591	30577	485932
592	30621	485758
593	30673	485719
594	30722	485618
595	30772	485543
596	30816	485379
597	30867	485311
598	30921	485303
599	30969	485195
600	31019	485108
601	31069	485030
602	31107	484773
603	31157	484687
604	31207	484615
605	31253	484487
606	31302	484396
607	31354	484350
608	31402	484231
609	31447	484088
610	31498	484030
611	31546	483925
612	31611	484073
613	31655	483910
614	31706	483853
615	31746	483613
616	31791	483469
617	31852	483563
618	31905	483532
619	31968	483658
620	32013	483502
621	32057	483342
622	32116	483402
623	32163	483271
624	32214	483218
625	32271	483253
626	32324	483213
627	32378	483206
628	32434	483221
629	32481	483095
630	32524	482923
631	32570	482785
632	32624	482773
633	32668	482604
634	32710	482414
635	32750	482195
636	32800	482117
637	32843	481945
638	32885	481756
639	32941	481763
640	32989	481670
641	33037	481570
642	33086	481484
643	33140	481459
644	33189	481378
645	33233	481223
646	33280	481094
647	33333	481078
648	33387	481055
649	33441	481041
650	33495	481028
651	33548	481004
652	33598	480929
653	33652	480909
654	33701	480822
655	33752	480770
656	33810	480810
657	33869	480861
658	33929	480927
659	33979	480859
660	34021	480678
661	34072	480615
662	34113	480423
663	34152	480198
664	34210	480230
665	34259	480141
666	34309	480075
667	34365	480095
668	34413	479995
669	34465	479940
670	34521	479954
671	34575	479940
672	34623	479847
673	34669	479714
674	34712	479548
675	34758	479425
676	34813	479414
677	34873	479488
678	34918	479346
679	34974	479360
680	35026	479311
681	35083	479341
682	35129	479216
683	35171	479025
684	35217	478910
685	35281	479020
686	35328	478914
687	35389	478994
688	35440	478937
689	35485	478794
690	35538	478772
691	35595	478783
692	35645	478714
693	35687	478542
694	35730	478373
695	35787	478396
696	35827	478202
697	35881	478182
698	35928	478067
699	35982	478054
700	36048	478192
701	36104	478210
702	36145	478011
703	36192	477905
704	36237	477773
705	36276	477559
706	36322	477433
707	36369	477320
708	36420	477268
709	36469	477191
710	36531	477270
711	36579	477171
712	36631	477129
713	36677	477012
714	36731	476992
715	36798	477148
716	36846	477048
717	36891	476921
718	36946	476913
719	37004	476944
720	37058	476923
721	37113	476917
722	37158	476790
723	37208	476716
724	37266	476752
725	37308	476583
726	37352	476441
727	37404	476390
728	37450	476268
729	37491	476086
730	37547	476100
731	37596	476016
732	37647	475964
733	37689	475790
734	37738	475704
735	37782	475563
736	37828	475443
737	37868	475260
738	37921	475219
739	37965	475086
740	38022	475099
741	38067	474973
742	38110	474820
743	38154	474679
744	38197	474525
745	38250	474491
746	38297	474387
747	38350	474352
748	38405	474345
749	38448	474196
750	38491	474048
751	38549	474072
752	38593	473936
753	38641	473843
754	38687	473735
755	38745	473757
756	38805	473818
757	38858	473783
758	38915	473807
759	38956	473626
760	38994	473416
761	39042	473331
762	39087	473195
763	39134	473099
764	39190	473100
765	39239	473021
766	39292	472993
767	39346	472981
768	39384	472764
769	39422	472557
770	39475	472534
771	39526	472473
772	39571	472349
773	39621	472287
774	39668	472185
775	39715	472082
776	39774	472119
777	39825	472066
778	39873	471977
779	39921	471895
780	39964	471740
781	40010	471627
782	40052	471476
783	40096	471340
784	40153	471354
785	40196	471215
786	40250	471193
787	40301	471141
788	40339	470936
789	40383	470802
790	40429	470691
791	40483	470675
792	40538	470666
793	40595	470682
794	40636	470516
795	40683	470420
796	40725	470264
797	40776	470208
798	40828	470168
799	40883	470156
800	40938	470150
801	40981	470010
802	41024	469864
803	41070	469760
804	41115	469638
805	41167	469600
806	41215	469504
807	41262	469415
808	41317	469410
809	41372	469396
810	41421	469328
811	41478	469334
812	41529	469285
813	41578	469213
814	41629	469166
815	41671	469009
816	41719	468924
817	41772	468896
818	41820	468809
819	41873	468776
820	41917	468646
821	41969	468604
822	42007	468409
823	42065	468436
824	42112	468346
825	42174	468408
826	42228	468391
827	42278	468332
828	42325	468236
829	42365	468064
830	42428	468147
831	42479	468088
832	42536	468108
833	42582	468000
834	42626	467865
835	42672	467759
836	42721	467691
837	42774	467665
838	42822	467573
839	42871	467499
840	42926	467497
841	42972	467394
842	43009	467184
843	43053	467060
844	43103	466993
845	43143	466826
846	43183	466660
847	43226	466518
848	43276	466455
849	43323	466367
850	43379	466364
851	43433	466346
852	43488	466338
853	43544	466345
854	43594	466278
855	43639	466162
856	43694	466154
857	43738	466037
858	43781	465899
859	43832	465850
860	43878	465739
861	43929	465696
862	43973	465565
863	44021	465485
864	44066	465374
865	44121	465363
866	44184	465442
867	44229	465327
868	44275	465226
869	44323	465140
870	44381	465169
871	44436	465157
872	44484	465074
873	44524	464906
874	44579	464896
875	44623	464772
876	44675	464737
877	44723	464660
878	44775	464613
879	44836	464664
880	44881	464559
881	44934	464526
882	44979	464415
883	45024	464301
884	45062	464118
885	45112	464057
886	45153	463908
887	45205	463866
888	45261	463863
889	45306	463755
890	45356	463690
891	45399	463561
892	45444	463451
893	45482	463266
894	45534	463226
895	45581	463137
896	45623	462999
897	45682	463029
898	45724	462894
899	45773	462820
900	45820	462733
901	45865	462621
902	45917	462582
903	45974	462589
904	46028	462570
905	46069	462428
906	46109	462265
907	46168	462297
908	46219	462245
909	46271	462207
910	46310	462035
911	46356	461937
912	46404	461855
913	46454	461795
914	46500	461698
915	46549	461629
916	46603	461608
917	46642	461446
918	46690	461371
919	46735	461256
920	46777	461124
921	46819	460986
922	46863	460866
923	46904	460724
924	46961	460733
925	47010	460665
926	47055	460554
927	47109	460534
928	47156	460445
929	47204	460368
930	47270	460468
931	47324	460452
932	47373	460381
933	47424	460336
934	47467	460202
935	47511	460090
936	47557	459990
937	47618	460046
938	47671	460015
939	47713	459878
940	47758	459768
941	47805	459681
942	47845	459529
943	47884	459368
944	47929	459265
945	47985	459263
946	48028	459132
947	48081	459110
948	48128	459020
949	48193	459107
950	48237	458992
951	48295	459009
952	48336	458865
953	48377	458726
954	48425	458645
955	48480	458634
956	48546	458734
957	48609	458796
958	48668	458820
959	48712	458707
960	48762	458654
961	48808	458555
962	48852	458442
963	48903	458390
964	48960	458404
965	49028	458513
966	49074	458417
967	49121	458329
968	49174	458302
969	49226	458261
970	49273	458172
971	49321	458099
972	49369	458026
973	49413	457912
974	49462	457844
975	49508	457751
976	49556	457677
977	49606	457621
978	49659	457592
979	49710	457543
980	49761	457487
981	49798	457310
982	49845	457231
983	49894	457165
984	49936	457034
985	49983	456946
986	50031	456875
987	50090	456897
988	50137	456812
989	50187	456761
990	50248	456802
991	50297	456733
992	50345	456657
993	50390	456556
994	50447	456565
995	50499	456519
996	50541	456398
997	50591	456333
998	50629	456175
999	50685	456172
1000	50741	456166
1001	50802	456212
1002	50844	456079
1003	50896	456037
1004	50940	455934
1005	50999	455952
1006	51048	455886
1007	51090	455763
1008	51132	455632
1009	51175	455513
1010	51231	455509
1011	51274	455387
1012	51322	455313
1013	51371	455249
1014	51424	455224
1015	51472	455143
1016	51529	455149
1017	51568	455001
1018	51618	454946
1019	51660	454813
1020	51703	454693
1021	51758	454686
1022	51805	454600
1023	51848	454488
1024	51900	454444
1025	51946	454352
1026	52002	454346
1027	52051	454281
1028	52102	454237
1029	52149	454152
1030	52201	454114
1031	52256	454104
1032	52310	454083
1033	52359	454021
1034	52404	453922
1035	52464	453953
1036	52510	453860
1037	52554	453754
1038	52610	453745
1039	52665	453736
1040	52707	453608
1041	52753	453520
1042	52798	453421
1043	52848	453367
1044	52893	453266
1045	52939	453170
1046	52991	453138
1047	53033	453012
1048	53084	452960
1049	53123	452813
1050	53166	452702
1051	53208	452573
1052	53258	452517
1053	53307	452454
1054	53357	452405
1055	53401	452293
1056	53456	452283
1057	53495	452129
1058	53538	452017
1059	53589	451971
1060	53633	451868
1061	53690	451866
1062	53736	451780
1063	53787	451732
1064	53835	451660
1065	53885	451603
1066	53936	451556
1067	53999	451615
1068	54037	451461
1069	54089	451416
1070	54143	451395
1071	54194	451352
1072	54243	451283
1073	54298	451273
1074	54344	451184
1075	54394	451130
1076	54440	451044
1077	54483	450929
1078	54551	451021
1079	54605	450997
1080	54652	450917
1081	54710	450935
1082	54757	450854
1083	54805	450780
1084	54854	450712
1085	54909	450701
1086	54963	450684
1087	55016	450648
1088	55072	450639
1089	55115	450530
1090	55165	450472
1091	55209	450368
1092	55258	450312
1093	55306	450237
1094	55351	450143
1095	55398	450065
1096	55447	449995
1097	55502	449980
1098	55553	449937
1099	55596	449827
1100	55636	449690
1101	55687	449644
1102	55748	449674
1103	55799	449628
1104	55854	449618
1105	55917	449664
1106	55972	449653
1107	56018	449564
1108	56067	449497
1109	56120	449472
1110	56169	449409
1111	56222	449372
1112	56276	449350
1113	56327	449302
1114	56369	449183
1115	56424	449167
1116	56469	449080
1117	56518	449015
1118	56559	448886
1119	56605	448801
1120	56657	448764
1121	56707	448708
1122	56761	448682
1123	56805	448578
1124	56862	448582
1125	56918	448577
1126	56968	448518
1127	57028	448540
1128	57085	448542
1129	57144	448556
1130	57197	448530
1131	57246	448462
1132	57297	448416
1133	57349	448380
1134	57405	448370
1135	57452	448290
1136	57499	448211
1137	57538	448075
1138	57579	447949
1139	57624	447851
1140	57685	447882
1141	57729	447784
1142	57774	447685
1143	57823	447629
1144	57877	447604
1145	57928	447553
1146	57983	447543
1147	58031	447466
1148	58075	447366
1149	58123	447298
1150	58178	447285
1151	58229	447236
1152	58288	447250
1153	58342	447222
1154	58391	447166
1155	58447	447153
1156	58493	447065
1157	58536	446956
1158	58594	446966
1159	58652	446970
1160	58710	446981
1161	58762	446942
1162	58812	446886
1163	58855	446777
1164	58898	446671
1165	58953	446651
1166	59003	446599
1167	59057	446568
1168	59095	446423
1169	59150	446410
1170	59196	446325
1171	59245	446265
1172	59290	446166
1173	59339	446107
1174	59395	446097
1175	59442	446024
1176	59480	445877
1177	59538	445882
1178	59591	445848
1179	59643	445806
1180	59701	445812
1181	59755	445789
1182	59800	445698
1183	59851	445652
1184	59895	445549
1185	59936	445428
1186	59980	445332
1187	60033	445298
1188	60106	445413
1189	60168	445445
1190	60214	445365
1191	60267	445334
1192	60311	445231
1193	60365	445210
1194	60429	445254
1195	60478	445197
1196	60535	445193
1197	60584	445128
1198	60641	445128
1199	60682	445003
1200	60729	444930
1201	60783	444903
1202	60840	444899
1203	60892	444862
1204	60951	444868
1205	60995	444772
1206	61048	444736
1207	61109	444761
1208	61150	444645
1209	61204	444621
1210	61248	444522
1211	61309	444545
1212	61356	444470
1213	61405	444407
1214	61459	444379
1215	61502	444274
1216	61553	444230
1217	61608	444208
1218	61656	444138
1219	61709	444104
1220	61746	443960
1221	61795	443894
1222	61847	443854
1223	61910	443891
1224	61962	443854
1225	62003	443737
1226	62053	443678
1227	62095	443569
1228	62141	443486
1229	62183	443376
1230	62231	443302
1231	62280	443240
1232	62335	443224
1233	62386	443175
1234	62432	443090
1235	62480	443025
1236	62533	442993
1237	62582	442930
1238	62632	442879
1239	62675	442771
1240	62718	442669
1241	62765	442593
1242	62810	442500
1243	62862	442466
1244	62916	442437
1245	62968	442399
1246	63025	442394
1247	63070	442301
1248	63111	442183
1249	63164	442151
1250	63206	442038
1251	63261	442019
1252	63317	442009
1253	63365	441938
1254	63413	441873
1255	63461	441808
1256	63517	441794
1257	63563	441711
1258	63605	441603
1259	63647	441490
1260	63692	441402
1261	63741	441340
1262	63794	441305
1263	63844	441255
1264	63894	441199
1265	63953	441211
1266	63996	441102
1267	64047	441061
1268	64089	440953
1269	64138	440891
1270	64187	440831
1271	64246	440832
1272	64288	440726
1273	64327	440600
1274	64377	440541
1275	64420	440444
1276	64469	440380
1277	64510	440264
1278	64561	440220
1279	64633	440312
1280	64686	440284
1281	64737	440233
1282	64787	440181
1283	64833	440101
1284	64879	440018
1285	64934	440002
1286	64978	439904
1287	65025	439828
1288	65074	439767
1289	65125	439720
1290	65189	439760
1291	65252	439796
1292	65307	439780
1293	65357	439726
1294	65404	439651
1295	65452	439582
1296	65501	439522
1297	65552	439471
1298	65593	439358
1299	65643	439305
1300	65696	439272
1301	65757	439290
1302	65810	439258
1303	65858	439194
1304	65913	439168
1305	65964	439122
1306	66021	439116
1307	66068	439044
1308	66130	439069
1309	66182	439025
1310	66234	438986
1311	66276	438883
1312	66322	438800
1313	66369	438727
1314	66415	438644
1315	66453	438512
1316	66501	438447
1317	66553	438401
1318	66595	438300
1319	66644	438236
1320	66686	438130
1321	66729	438033
1322	66766	437894
1323	66810	437798
1324	66862	437757
1325	66914	437718
1326	66967	437682
1327	67017	437633
1328	67072	437608
1329	67121	437550
1330	67165	437456
1331	67219	437434
1332	67263	437337
1333	67307	437248
1334	67351	437155
1335	67390	437031
1336	67439	436966
1337	67494	436949
1338	67550	436932
1339	67600	436882
1340	67656	436864
1341	67697	436752
1342	67739	436652
1343	67778	436525
1344	67833	436503
1345	67884	436460
1346	67944	436467
1347	67991	436393
1348	68039	436330
1349	68091	436289
1350	68144	436258
1351	68195	436207
1352	68240	436120
1353	68293	436091
1354	68335	435983
1355	68378	435888
1356	68433	435869
1357	68485	435828
1358	68539	435800
1359	68585	435721
1360	68637	435678
1361	68679	435574
1362	68727	435508
1363	68773	435433
1364	68821	435367
1365	68872	435321
1366	68919	435244
1367	68960	435137
1368	69000	435020
1369	69046	434943
1370	69096	434889
1371	69148	434851
1372	69202	434818
1373	69241	434698
1374	69297	434683
1375	69338	434574
1376	69384	434495
1377	69437	434464
1378	69491	434436
1379	69534	434336
1380	69576	434238
1381	69631	434211
1382	69677	434136
1383	69721	434047
1384	69773	434009
1385	69825	433966
1386	69882	433953
1387	69924	433856
1388	69971	433784
1389	70016	433701
1390	70073	433687
1391	70120	433621
1392	70162	433516
1393	70216	433488
1394	70256	433371
1395	70303	433305
1396	70360	433294
1397	70410	433239
1398	70463	433207
1399	70510	433135
1400	70554	433047
1401	70609	433026
1402	70661	432981
1403	70705	432897
1404	70761	432876
1405	70811	432825
1406	70853	432724
1407	70907	432699
1408	70962	432672
1409	71029	432723
1410	71072	432627
1411	71121	432569
1412	71174	432536
1413	71224	432486
1414	71280	432468
1415	71327	432399
1416	71375	432332
1417	71420	432247
1418	71468	432186
1419	71522	432155
1420	71574	432117
1421	71628	432089
1422	71677	432030
1423	71722	431948
1424	71772	431891
1425	71821	431834
1426	71873	431792
1427	71930	431785
1428	71979	431723
1429	72022	431629
1430	72075	431594
1431	72124	431536
1432	72174	431485
1433	72218	431399
1434	72263	431315
1435	72327	431343
1436	72381	431318
1437	72428	431244
1438	72482	431217
1439	72523	431111
1440	72579	431094
1441	72625	431017
1442	72677	430975
1443	72732	430955
1444	72796	430986
1445	72838	430883
1446	72883	430805
1447	72937	430774
1448	72992	430751
1449	73038	430672
1450	73085	430607
1451	73135	430554
1452	73183	430486
1453	73238	430466
1454	73289	430416
1455	73341	430374
1456	73385	430291
1457	73432	430222
1458	73478	430144
1459	73533	430118
1460	73591	430113
1461	73645	430084
1462	73691	430011
1463	73738	429938
1464	73791	429902
1465	73836	429821
1466	73887	429777
1467	73937	429725
1468	73981	429639
1469	74027	429562
1470	74070	429467
1471	74120	429416
1472	74163	429321
1473	74213	429269
1474	74259	429197
1475	74307	429128
1476	74353	429052
1477	74401	428993
1478	74464	429011
1479	74521	429001
1480	74564	428911
1481	74603	428794
1482	74659	428773
1483	74702	428685
1484	74745	428589
1485	74788	428499
1486	74846	428490
1487	74908	428509
1488	74952	428425
1489	75008	428402
1490	75057	428346
1491	75100	428252
1492	75153	428220
1493	75202	428160
1494	75252	428109
1495	75301	428051
1496	75346	427967
1497	75392	427897
1498	75445	427862
1499	75489	427774
1500	75534	427693
1501	75576	427595
1502	75622	427523
1503	75676	427493
1504	75729	427459
1505	75792	427476
1506	75833	427377
1507	75874	427274
1508	75932	427263
1509	75983	427219
1510	76025	427122
1511	76101	427218
1512	76152	427171
1513	76199	427097
1514	76244	427021
1515	76296	426978
1516	76348	426938
1517	76401	426904
1518	76452	426856
1519	76495	426767
1520	76558	426784
1521	76597	426669
1522	76645	426608
1523	76692	426536
1524	76748	426522
1525	76801	426484
1526	76848	426413
1527	76902	426385
1528	76945	426297
1529	76986	426194
1530	77038	426154
1531	77089	426103
1532	77143	426074
1533	77209	426111
1534	77271	426128
1535	77325	426095
1536	77366	425994
1537	77413	425926
1538	77470	425909
1539	77520	425856
1540	77567	425788
1541	77620	425756
1542	77668	425692
1543	77729	425698
1544	77786	425687
1545	77834	425620
1546	77887	425586
1547	77944	425572
1548	77997	425536
1549	78050	425502
1550	78107	425487
1551	78154	425415
1552	78201	425351
1553	78244	425258
1554	78283	425144
1555	78319	425017
1556	78363	424933
1557	78412	424879
1558	78457	424799
1559	78513	424779
1560	78560	424711
1561	78602	424615
1562	78649	424543
1563	78704	424520
1564	78753	424464
1565	78797	424378
1566	78845	424316
1567	78901	424299
1568	78951	424242
1569	78995	424160
1570	79042	424093
1571	79103	424099
1572	79147	424015
1573	79193	423942
1574	79236	423851
1575	79289	423816
1576	79340	423769
1577	79397	423753
1578	79455	423744
1579	79508	423707
1580	79559	423665
1581	79611	423624
1582	79660	423565
1583	79713	423527
1584	79771	423518
1585	79818	423448
1586	79860	423356
1587	79902	423264
1588	79952	423211
1589	80009	423192
1590	80066	423180
1591	80107	423082
1592	80156	423021
1593	80211	422995
1594	80280	423044
1595	80318	422931
1596	80361	422839
1597	80405	422757
1598	80455	422704
1599	80505	422652
1600	80547	422562
1601	80593	422489
1602	80638	422410
1603	80679	422308
1604	80721	422218
1605	80763	422122
1606	80815	422082
1607	80866	422033
1608	80922	422013
1609	80969	421948
1610	81015	421875
1611	81063	421811
1612	81119	421788
1613	81159	421689
1614	81213	421654
1615	81253	421551
1616	81304	421505
1617	81354	421456
1618	81407	421417
1619	81458	421370
1620	81507	421315
1621	81556	421256
1622	81601	421181
1623	81647	421107
1624	81690	421019
1625	81748	421010
1626	81805	420992
1627	81862	420978
1628	81928	421006
1629	81974	420937
1630	82018	420854
1631	82068	420803
1632	82110	420710
1633	82162	420670
1634	82218	420648
1635	82275	420632
1636	82315	420529
1637	82371	420504
1638	82413	420412
1639	82471	420403
1640	82522	420357
1641	82577	420329
1642	82617	420227
1643	82664	420161
1644	82711	420094
1645	82763	420054
1646	82821	420041
1647	82869	419980
1648	82917	419916
1649	82974	419901
1650	83027	419863
1651	83064	419748
1652	83104	419644
1653	83164	419644
1654	83212	419584
1655	83266	419551
1656	83317	419501
1657	83381	419522
1658	83437	419500
1659	83483	419431
1660	83534	419381
1661	83581	419313
1662	83621	419212
